     0     0.000333505    3.81501e-005
     1     0.000349573    4.18594e-005
     2     0.000373062    4.54448e-005
     3     0.000398106    4.82689e-005
     4     0.000422995    5.04619e-005
     5     0.000446641    5.21497e-005
     6     0.000468427    5.34317e-005
     7     0.000488055    5.43859e-005
     8     0.000505434    5.50731e-005
     9     0.000520611    5.55415e-005
    10     0.000533713    5.58293e-005
    11     0.000544919    5.59671e-005
    12     0.000554436    5.59792e-005
    13     0.000562475    5.58855e-005
    14      0.00056925     5.5702e-005
    15     0.000574959    5.54417e-005
    16     0.000579782    5.51154e-005
    17     0.000583873     5.4732e-005
    18     0.000587364    5.43291e-005
    19     0.000590368    5.40448e-005
    20     0.000592973    5.38239e-005
    21      0.00059525     5.3585e-005
    22     0.000597254    5.32568e-005
    23     0.000599025    5.28593e-005
    24     0.000600591     5.2408e-005
    25     0.000601973    5.19151e-005
    26     0.000603184    5.13893e-005
    27     0.000604232    5.08373e-005
    28     0.000605125    5.02646e-005
    29     0.000605864     4.9674e-005
    30     0.000606455    4.90685e-005
    31     0.000606898    4.84506e-005
    32     0.000607197    4.78239e-005
    33     0.000607357    4.71959e-005
    34     0.000607381    4.66331e-005
    35     0.000607277    4.62124e-005
    36     0.000607052    4.59194e-005
    37     0.000606711    4.56425e-005
    38     0.000606257    4.53606e-005
    39     0.000605694    4.51803e-005
    40     0.000605028    4.52274e-005
    41     0.000604267    4.52708e-005
    42     0.000603415    4.53742e-005
    43     0.000602478    4.55254e-005
    44     0.000601462    4.56179e-005
    45     0.000600373    4.57057e-005
    46     0.000599215    4.58237e-005
    47     0.000597994    4.59877e-005
    48     0.000596712    4.61045e-005
    49     0.000595376     4.6236e-005
    50     0.000593988    4.63664e-005
    51     0.000592553    4.65408e-005
    52     0.000591074    4.66924e-005
    53     0.000589555    4.68336e-005
    54     0.000587999    4.69525e-005
    55      0.00058641    4.71237e-005
    56     0.000584792    4.73088e-005
    57     0.000583148    4.74556e-005
    58     0.000581483    4.75648e-005
    59     0.000579801     4.7726e-005
    60     0.000578108    4.79304e-005
    61     0.000576408     4.8082e-005
    62     0.000574712    4.81832e-005
    63     0.000573035    4.83163e-005
    64     0.000571386    4.85359e-005
    65     0.000569766    4.86938e-005
    66     0.000568183    4.87911e-005
    67     0.000566649    4.88951e-005
    68     0.000565164    4.91113e-005
    69     0.000563725    4.92772e-005
    70     0.000562328    4.93748e-005
    71     0.000560971     4.9467e-005
    72      0.00055965    4.96447e-005
    73     0.000558364    4.98213e-005
    74     0.000557122    4.99237e-005
    75     0.000555926    5.00108e-005
    76     0.000554756    5.01401e-005
    77     0.000553618    5.03185e-005
    78     0.000552501    5.04296e-005
    79     0.000551409    5.05155e-005
    80     0.000550344    5.06232e-005
    81     0.000549286     5.0761e-005
    82     0.000548249    5.08845e-005
    83     0.000547241    5.09726e-005
    84     0.000546224    5.10701e-005
    85     0.000545207    5.11606e-005
    86     0.000544231    5.12823e-005
    87     0.000543254    5.13755e-005
    88     0.000542255      5.147e-005
    89     0.000541267    5.15423e-005
    90     0.000540312    5.16182e-005
    91     0.000539352    5.17195e-005
    92     0.000538371    5.18162e-005
    93     0.000537399    5.18819e-005
    94      0.00053645    5.19233e-005
    95     0.000535516    5.20003e-005
    96     0.000534572    5.21036e-005
    97     0.000533614    5.21703e-005
    98     0.000532658    5.22013e-005
    99     0.000531752     5.2223e-005
   100     0.000530846    5.23281e-005
   101     0.000529898    5.24015e-005
   102     0.000528925    5.24322e-005
   103     0.000528016    5.24312e-005
   104     0.000527141    5.24864e-005
   105     0.000526204    5.25712e-005
   106     0.000525215    5.26084e-005
   107     0.000524265    5.26028e-005
   108     0.000523413    5.26161e-005
   109     0.000522495    5.26759e-005
   110     0.000521506    5.27252e-005
   111     0.000520515     5.2726e-005
   112     0.000519652    5.27192e-005
   113     0.000518768    5.27327e-005
   114       0.0005178    5.27784e-005
   115     0.000516802    5.27919e-005
   116     0.000515877    5.27764e-005
   117     0.000515022    5.27744e-005
   118     0.000514092    5.27729e-005
   119     0.000513107    5.27962e-005
   120      0.00051215    5.27816e-005
   121     0.000511244    5.27744e-005
   122     0.000510353    5.27567e-005
   123     0.000509393    5.27371e-005
   124     0.000508438    5.27335e-005
   125     0.000507461    5.27241e-005
   126     0.000506555    5.27041e-005
   127     0.000505634    5.26661e-005
   128     0.000504704    5.26281e-005
   129     0.000503724    5.26183e-005
   130      0.00050272    5.26034e-005
   131     0.000501816    5.25645e-005
   132     0.000500924    5.25052e-005
   133      0.00049998    5.24546e-005
   134     0.000498957    5.24486e-005
   135     0.000497942    5.24174e-005
   136     0.000497071    5.23585e-005
   137     0.000496183    5.22781e-005
   138     0.000495193    5.22359e-005
   139     0.000494129     5.2218e-005
   140     0.000493137    5.21689e-005
   141     0.000492303    5.20901e-005
   142     0.000491379    5.20041e-005
   143     0.000490343    5.19616e-005
   144     0.000489261    5.19282e-005
   145     0.000488335    5.18611e-005
   146     0.000487485    5.17647e-005
   147     0.000486519    5.16864e-005
   148     0.000485452    5.16321e-005
   149     0.000484404    5.15832e-005
   150     0.000483494    5.14994e-005
   151     0.000482611    5.14028e-005
   152     0.000481609    5.13207e-005
   153      0.00048054    5.12506e-005
   154     0.000479529    5.11872e-005
   155     0.000478596    5.10898e-005
   156      0.00047768        5.1e-005
   157     0.000476659    5.09091e-005
   158     0.000475634    5.08212e-005
   159     0.000474614    5.07443e-005
   160     0.000473645    5.06475e-005
   161     0.000472706    5.05552e-005
   162     0.000471703    5.04542e-005
