-5.65 58.6233
-4.24 59.3698
-2.82 59.9007
-1.41 60.2144
0 60.3186
1.41 60.2144
2.82 59.9007
4.24 59.3698
5.65 58.6233
7.06 57.6497
8.47 56.4374
9.88 54.9704
11.29 53.2278
12.71 51.1657
14.12 48.7747
15.53 45.988
16.94 42.7284
18.35 38.8768
19.76 34.2343
21.18 28.3686
22.59 20.3702
24 0
22.59 -20.3702
21.18 -28.3686
19.76 -34.2343
18.35 -38.8768
16.94 -42.7284
15.53 -45.988
14.12 -48.7747
12.71 -51.1657
11.29 -53.2278
9.88 -54.9704
8.47 -56.4374
7.06 -57.6497
5.65 -58.6233
4.24 -59.3698
2.82 -59.9007
1.41 -60.2144
0 -60.3186
-1.41 -60.2144
-2.82 -59.9007
-4.24 -59.3698
-5.65 -58.6233
-7.06 -57.6497
-8.47 -56.4374
-9.88 -54.9704
-11.29 -53.2278
-12.71 -51.1657
-14.12 -48.7747
-15.53 -45.988
-16.94 -42.7284
-18.35 -38.8768
-19.76 -34.2343
-21.18 -28.3686
-22.59 -20.3702
-24 -0
-24 -0
-24 0
-22.59 25.4628
-21.18 35.4607
-19.76 42.7929
-18.35 48.596
-16.94 53.4104
-15.53 57.4851
-14.12 60.9684
-12.71 63.9571
-11.29 66.5347
-9.88 68.713
-8.47 70.5467
-7.06 72.0622
-5.65 73.2791
-4.24 74.2123
-2.82 74.8759
-1.41 75.268
0 75.3982
1.41 75.268
2.82 74.8759
4.24 74.2123
5.65 73.2791
7.06 72.0622
8.47 70.5467
9.88 68.713
11.29 66.5347
12.71 63.9571
14.12 60.9684
15.53 57.4851
16.94 53.4104
18.35 48.596
19.76 42.7929
21.18 35.4607
22.59 25.4628
24 0
22.59 -25.4628
21.18 -35.4607
19.76 -42.7929
18.35 -48.596
16.94 -53.4104
15.53 -57.4851
14.12 -60.9684
12.71 -63.9571
11.29 -66.5347
9.88 -68.713
8.47 -70.5467
7.06 -72.0622
5.65 -73.2791
4.24 -74.2123
2.82 -74.8759
1.41 -75.268
0 -75.3982
-1.41 -75.268
-2.82 -74.8759
-4.24 -74.2123
-5.65 -73.2791
-7.06 -72.0622
-8.47 -70.5467
-9.88 -68.713
-11.29 -66.5347
-12.71 -63.9571
-14.12 -60.9684
-15.53 -57.4851
-16.94 -53.4104
-18.35 -48.596
-19.76 -42.7929
-21.18 -35.4607
-22.59 -25.4628
-24 -0
-24 -0
-24 0
-22.59 30.5553
-21.18 42.5529
-19.76 51.3514
-18.35 58.3152
-16.94 64.0925
-15.53 68.9821
-14.12 73.1621
-12.71 76.7486
-11.29 79.8417
-9.88 82.4556
-8.47 84.656
-7.06 86.4746
-5.65 87.9349
-4.24 89.0547
-2.82 89.8511
-1.41 90.3216
0 90.4779
1.41 90.3216
2.82 89.8511
4.24 89.0547
5.65 87.9349
7.06 86.4746
8.47 84.656
9.88 82.4556
11.29 79.8417
12.71 76.7486
14.12 73.1621
15.53 68.9821
16.94 64.0925
18.35 58.3152
19.76 51.3514
21.18 42.5529
22.59 30.5553
24 0
22.59 -30.5553
21.18 -42.5529
19.76 -51.3514
18.35 -58.3152
16.94 -64.0925
15.53 -68.9821
14.12 -73.1621
12.71 -76.7486
11.29 -79.8417
9.88 -82.4556
8.47 -84.656
7.06 -86.4746
5.65 -87.9349
4.24 -89.0547
2.82 -89.8511
1.41 -90.3216
0 -90.4779
-1.41 -90.3216
-2.82 -89.8511
-4.24 -89.0547
-5.65 -87.9349
-7.06 -86.4746
-8.47 -84.656
-9.88 -82.4556
-11.29 -79.8417
-12.71 -76.7486
-14.12 -73.1621
-15.53 -68.9821
-16.94 -64.0925
-18.35 -58.3152
-19.76 -51.3514
-21.18 -42.5529
-22.59 -30.5553
-24 -0
-24 -0
-24 0
-22.59 35.6479
-21.18 49.645
-19.76 59.91
-18.35 68.0344
-16.94 74.7746
-15.53 80.4791
-14.12 85.3558
-12.71 89.54
-11.29 93.1486
-9.88 96.1982
-8.47 98.7654
-7.06 100.887
-5.65 102.591
-4.24 103.897
-2.82 104.826
-1.41 105.375
0 105.558
1.41 105.375
2.82 104.826
4.24 103.897
5.65 102.591
7.06 100.887
8.47 98.7654
9.88 96.1982
11.29 93.1486
12.71 89.54
14.12 85.3558
15.53 80.4791
16.94 74.7746
18.35 68.0344
19.76 59.91
21.18 49.645
22.59 35.6479
24 0
22.59 -35.6479
21.18 -49.645
19.76 -59.91
18.35 -68.0344
16.94 -74.7746
15.53 -80.4791
14.12 -85.3558
12.71 -89.54
11.29 -93.1486
9.88 -96.1982
8.47 -98.7654
7.06 -100.887
5.65 -102.591
4.24 -103.897
2.82 -104.826
1.41 -105.375
0 -105.558
-1.41 -105.375
-2.82 -104.826
-4.24 -103.897
-5.65 -102.591
-7.06 -100.887
-8.47 -98.7654
-9.88 -96.1982
-11.29 -93.1486
-12.71 -89.54
-14.12 -85.3558
-15.53 -80.4791
-16.94 -74.7746
-18.35 -68.0344
-19.76 -59.91
-21.18 -49.645
-22.59 -35.6479
-24 -0
-24 -0
