           0.052        0.036111       -0.222474
       0.0613335       0.0386785        -0.26928
           0.044       0.0336045       -0.201307
           0.036        0.030757       -0.175813
           0.072        0.041287       -0.289327
           0.028       0.0274505       -0.135867
       0.0826665        0.043589       -0.302118
           0.004       0.0076575        0.945181
            0.02        0.023467      -0.0667938
       0.0933335        0.045636       -0.316308
           0.012       0.0182925       0.0717475
           0.104       0.0474655       -0.331586
        0.114667        0.049106       -0.347468
        0.125333        0.050579       -0.358528
           0.136       0.0519025       -0.373262
        0.146666        0.053091       -0.383326
        0.157334        0.054156       -0.390415
           0.168        0.055108       -0.398806
        0.178667       0.0559555       -0.406678
        0.189333       0.0567055       -0.414538
             0.2        0.057365       -0.419294
        0.210666       0.0579395       -0.424185
        0.223429        0.058514        -0.43165
        0.238285       0.0590605       -0.440183
        0.253142       0.0594735       -0.448465
           0.268        0.059763       -0.457035
        0.282857        0.059937       -0.464768
        0.297714       0.0600035       -0.471726
        0.594858        0.046049       -0.542682
        0.609714        0.044823       -0.544875
            0.58        0.047238        -0.54049
        0.312572       0.0599695        -0.47773
        0.994285        0.001426       -0.589614
        0.624572        0.043561       -0.547086
        0.565143        0.048388       -0.538386
        0.327429       0.0598405       -0.482947
        0.639428        0.042264       -0.549219
        0.550285        0.049498       -0.536419
        0.654286       0.0409335       -0.551137
        0.342286       0.0596225       -0.487578
        0.981143       0.0038705       -0.601886
        0.535429       0.0505665         -0.5345
        0.669142         0.03957       -0.552936
        0.966285       0.0058895        -0.59569
        0.520571        0.051591       -0.532587
        0.357143       0.0593205       -0.492002
           0.684        0.038174       -0.554613
        0.505715         0.05257       -0.530462
        0.951429       0.0078725       -0.591127
           0.372       0.0589395       -0.496378
        0.698857       0.0367465       -0.556269
        0.490858        0.053502       -0.527789
        0.936572       0.0098205       -0.587995
        0.386858        0.058484       -0.500482
           0.476        0.054384       -0.524532
        0.713715        0.035288       -0.557958
        0.401714       0.0579575       -0.504568
        0.921714        0.011735       -0.585408
        0.461143       0.0552135        -0.52076
        0.416571        0.057364       -0.508475
        0.446286       0.0559885       -0.516694
        0.728571        0.033799        -0.55973
        0.431428       0.0567065       -0.512582
        0.906858        0.013616       -0.583056
        0.743429       0.0322805       -0.561545
           0.892       0.0154645       -0.580881
        0.758285       0.0307325       -0.563437
        0.877142        0.017282       -0.578786
        0.773143       0.0291545       -0.565329
        0.862286        0.019068       -0.576757
           0.788        0.027547       -0.567209
        0.847428       0.0208235       -0.574779
        0.802858       0.0259105       -0.569028
        0.832572        0.022549       -0.572792
        0.817714       0.0242445       -0.570909

           0.052       -0.036111        0.757622
       0.0613335      -0.0386785        0.712693
           0.044      -0.0336045        0.808725
           0.036       -0.030757        0.871448
           0.072       -0.041287        0.658746
           0.028      -0.0274505        0.947401
       0.0826665       -0.043589         0.61862
           0.004      -0.0076575         1.34826
            0.02       -0.023467          1.0406
       0.0933335       -0.045636        0.581721
           0.012      -0.0182925         1.22699
           0.104      -0.0474655         0.54962
        0.114667       -0.049106        0.521662
        0.125333       -0.050579        0.495219
           0.136      -0.0519025        0.470385
        0.146666       -0.053091           0.448
        0.157334       -0.054156        0.427143
           0.168       -0.055108        0.406772
        0.178667      -0.0559555        0.390506
        0.189333      -0.0567055        0.373183
             0.2       -0.057365        0.356815
        0.210666      -0.0579395        0.343025
        0.223429       -0.058514        0.327659
        0.238285      -0.0590605        0.306962
        0.253142      -0.0594735        0.291136
           0.268       -0.059763        0.276927
        0.282857       -0.059937        0.261943
        0.297714      -0.0600035        0.248113
        0.594858       -0.046049       0.0930533
        0.609714       -0.044823       0.0897551
            0.58       -0.047238       0.0976302
        0.312572      -0.0599695        0.235897
        0.994285       -0.001426       -0.230254
        0.624572       -0.043561       0.0864233
        0.565143       -0.048388        0.103757
        0.327429      -0.0598405        0.225322
        0.639428       -0.042264       0.0839408
        0.550285       -0.049498         0.10922
        0.654286      -0.0409335       0.0799839
        0.342286      -0.0596225        0.214675
        0.981143      -0.0038705      -0.0123277
        0.535429      -0.0505665        0.114965
        0.669142        -0.03957       0.0745069
        0.966285      -0.0058895      -0.0136574
        0.520571       -0.051591        0.120165
        0.357143      -0.0593205        0.203886
           0.684       -0.038174       0.0696454
        0.505715        -0.05257         0.12515
        0.951429      -0.0078725      -0.0114316
           0.372      -0.0589395        0.194287
        0.698857      -0.0367465       0.0650778
        0.490858       -0.053502        0.130119
        0.936572      -0.0098205     -0.00553854
        0.386858       -0.058484        0.184385
           0.476       -0.054384        0.135918
        0.713715       -0.035288       0.0608034
        0.401714      -0.0579575        0.175271
        0.921714       -0.011735     0.000335433
        0.461143      -0.0552135        0.142358
        0.416571       -0.057364         0.16633
        0.446286      -0.0559885        0.149579
        0.728571       -0.033799       0.0565682
        0.431428      -0.0567065        0.157032
        0.906858       -0.013616      0.00568159
        0.743429      -0.0322805       0.0529366
           0.892      -0.0154645       0.0104495
        0.758285      -0.0307325       0.0487835
        0.877142       -0.017282       0.0157154
        0.773143      -0.0291545       0.0449955
        0.862286       -0.019068       0.0205236
           0.788       -0.027547       0.0413768
        0.847428      -0.0208235       0.0249109
        0.802858      -0.0259105        0.037973
        0.832572       -0.022549       0.0298349
        0.817714      -0.0242445       0.0336227
