       0     0.000534258    5.58084e-005     0.000761764     0.000245148       0.0332662
       1     0.000522067     0.000161139     0.000769244     0.000447643       0.0657803
       2     0.000516606     0.000248521     0.000777576     0.000586148       0.0922269
       3      0.00051709     0.000313312     0.000789054     0.000684207        0.113907
       4     0.000517375     0.000363796     0.000796424      0.00075536        0.132221
       5     0.000516884     0.000410179     0.000800509     0.000804782        0.147563
       6      0.00051466      0.00045093     0.000800643     0.000823987        0.159941
       7     0.000511814     0.000484195     0.000797588     0.000716829        0.168939
       8     0.000511175     0.000509297     0.000794455     0.000655305        0.174631
       9     0.000519267     0.000527277     0.000796643     0.000600844        0.177493
      10     0.000526751     0.000539832     0.000813316      0.00053154        0.177914
      11     0.000534629     0.000547771     0.000828458     0.000441649        0.176243
      12     0.000553953     0.000550745     0.000857127     0.000334092        0.172824
      13     0.000581082     0.000549932     0.000891945     0.000216612        0.167991
      14     0.000609041     0.000545738     0.000929307    9.51448e-005        0.162067
      15     0.000636738     0.000538909     0.000969159   -1.64859e-005        0.155362
      16      0.00066211     0.000530332      0.00100711    -0.000100109        0.148188
      17     0.000682363      0.00052291      0.00103788    -0.000144477        0.140849
      18     0.000694417     0.000519703      0.00105476    -0.000116986        0.133789
      19     0.000694707     0.000525867      0.00105317    4.76109e-005        0.127499
      20     0.000682934     0.000536521      0.00103151      0.00030638        0.122503
      21     0.000673811     0.000547837      0.00101003      0.00059276        0.119003
      22      0.00066936     0.000557978      0.00100297     0.000873657        0.116848
      23     0.000666511     0.000567472     0.000999554       0.0011023        0.115746
      24     0.000666582     0.000576221      0.00100017      0.00123773        0.115329
      25     0.000666082     0.000581307     0.000997691      0.00126582        0.115219
      26     0.000670095     0.000581078     0.000998594      0.00119279        0.115127
      27      0.00068094     0.000578195      0.00101368      0.00103096        0.114851
      28     0.000692259     0.000572233      0.00102909     0.000812306        0.114289
      29     0.000700923     0.000565233      0.00104307     0.000580206        0.113415
      30      0.00070306     0.000558877      0.00104607     0.000349655        0.112288
      31      0.00070214     0.000556566      0.00104216     0.000136546        0.111014
      32     0.000703577     0.000556837      0.00104191   -4.37294e-005        0.109725
      33     0.000698027      0.00056021      0.00103378    -0.000190126        0.108547
      34     0.000688745     0.000564565      0.00102045    -0.000302292        0.107597
      35     0.000679821     0.000567817      0.00100856    -0.000376057        0.106971
      36       0.0006737     0.000569298     0.000998685    -0.000428892        0.106733
      37     0.000670824     0.000569859     0.000993063    -0.000469622         0.10688
      38      0.00066733     0.000569266     0.000988867    -0.000507949        0.107334
      39     0.000663571     0.000567902     0.000985357    -0.000538728        0.107958
